,Stock_Returns,Bond_Returns,Commodity_Returns
1981-07-01,-0.010974791309526388,-0.009140083666687131,0.008772339134898166
1981-07-02,-0.008707750987200225,0.005161241174145765,0.001187227284641601
1981-07-06,-0.009872486389086554,0.008999649573801309,0.018926910401330543
1981-07-07,0.006830515253367864,-0.011785845111390992,-0.0027961247222768604
1981-07-08,0.0006238445697739348,-0.003307449833721525,-0.005577616781351269
1981-07-09,0.0076371233759593435,-0.00014066414780025368,0.005852766346593485
1981-07-10,0.0005413152651023712,0.009943734243495594,0.008940206685456253
1981-07-13,0.0020870702840820603,-0.001503779690279341,0.005286555328607445
1981-07-14,7.709431412372679e-05,-0.00804274390608071,-0.011712680769690452
1981-07-15,0.0044735970563776215,0.004613773841117347,-0.0013907364856693414
1981-07-16,0.0008446641630988072,-0.001724296186784057,0.0023766273085072953
1981-07-17,0.0032223276104483838,0.0014422815824169685,0.0007097875168009526
1981-07-20,-0.015601050564637118,-0.02473040246389002,-0.01103163105155125
1981-07-21,-0.002952182094536737,-0.0006350192528482367,-0.002136328262097087
1981-07-22,-0.00942807479351171,-0.0006336781555373192,-0.0013762940987567251
1981-07-23,0.0021238439258572943,0.0035098252603191823,0.009034806976708555
1981-07-24,0.008320291799784219,0.0087410140780316,0.0048108296784181714
1981-07-27,0.011209614723317165,0.0001424568171931415,-0.006041383476816153
1981-07-28,-0.005850612336760874,-0.0047942947424122525,0.008144658866433785
1981-07-29,0.00015490376765892044,-0.0037408989292010563,0.009254514213366205
1981-07-30,0.006580913755237949,-0.0047536711782695685,-0.0072729988052568926
1981-07-31,0.0069994900435252925,0.0024677510584134345,0.011177470551953395
1981-08-03,-0.0033608497369397305,-0.013093710392260956,-0.011187812425612951
1981-08-04,0.00536478365391635,0.0004095890410958904,-0.002813553201733265
1981-08-05,0.011358481295594249,0.0024554837740579072,0.0014484662854383767
1981-08-06,-0.0002261157738064901,0.002970740606906843,0.002711946122670339
1981-08-07,-0.006709886864775583,0.0019462324272403496,-0.0029450212612502913
1981-08-10,0.005996153974442642,0.010517343466031852,-0.0030592100305922854
1981-08-11,0.009883905867979824,0.013440510362659416,0.004308129515977921
1981-08-12,-0.0033620634031441554,-0.010470304894631959,0.005854994807266811
1981-08-13,0.0008245923192240491,-0.0016660458843843914,-0.006120189142275523
1981-08-14,-0.007639795188663978,-0.0042318606420018185,0.003748927264788593
1981-08-17,-0.009585660954074536,0.002757690394576772,0.000824983500330001
1981-08-18,-0.008459080932979202,-0.0037075506265562795,0.00014987335701333038
1981-08-19,0.002920643156020919,0.0014336321326566274,0.004975049825423517
1981-08-20,0.0015326610454673428,-0.005737706337870289,-0.009841198836949228
1981-08-21,-0.011171525645366607,-0.0036745072808049093,-0.006294706723891208
1981-08-24,-0.02886323493659448,-0.016394925810441413,-0.02098898267840643
1981-08-25,-0.0029482290564305518,-0.0010893072054123376,-0.003622178879910898
1981-08-26,-0.0013585724660492016,0.00243563301591872,0.011061396967437355
1981-08-27,-0.011603688851357874,-0.0020946545076284927,0.006023355869698932
1981-08-28,0.00461500837960882,0.005974886376345009,0.0007178641251222029
1981-08-31,-0.010396525600344429,-0.0067765621765846825,-0.007784001587325838
1981-09-01,0.0018730818944880934,0.00042219178082191785,0.004768570505622405
1981-09-02,0.003820527016163089,0.0009242551599363217,0.0008573309450541355
1981-09-03,-0.018220099108610662,-0.0035825054335807704,0.0069904397705544685
1981-09-04,-0.009650265502808564,-0.001075855384432504,-0.004982379389962488
1981-09-08,-0.017406482411948532,-0.002288175398322105,-0.003144846116267641
1981-09-09,0.003559909789751847,0.003424798259113887,0.011577689975190486
1981-09-10,0.014695927714065247,0.012016596206382018,0.007039694795167639
1981-09-11,0.012235735210348151,0.013138100468656995,0.0008117981328641388
1981-09-14,-0.0078118324436660105,-0.006351080894057511,0.0065492016282877605
1981-09-15,-0.007376156075175499,0.006514570486381975,0.0006566282141204915
1981-09-16,-0.007514351855302248,-0.001109647802864844,-0.011602761994243371
1981-09-17,-0.014469598561127173,0.008585094783836006,-0.0036212749905695225
1981-09-18,-0.007597092428990094,0.0024554837740579072,0.0022563791928522647
1981-09-21,0.00842934551464003,0.007907698823883796,0.004260848543454543
1981-09-22,-0.004776506045696571,-0.012323658934191928,-0.0064995636866969075
1981-09-23,-0.008827552079215928,-0.00969416092375278,0.00042402398764274096
1981-09-24,-0.0055339332572791325,-0.003612909867453878,-3.027459053617232e-05
1981-09-25,-0.019476614655747567,-0.017962441460863145,-0.015773539206781817
1981-09-28,0.024474613978807458,0.002780867683937083,-0.0003845089052262329
1981-09-29,0.003548893503345641,-0.005019778386827195,0.0029387780222487336
1981-09-30,0.002070017756734321,-0.003518968896092541,-0.003958026509572997
1981-10-01,0.007746613216688125,0.004893541332582047,-0.0030650278778917572
1981-10-02,0.01947385329380924,0.01749522887181735,0.013580113399354056
1981-10-05,0.0012567151902804776,0.01239995534840253,-0.0009145504984299224
1981-10-06,-0.0010041230393857956,0.002951276125580791,-0.000839105361120529
1981-10-07,0.016081733635654686,0.005504296508590535,-0.005893939625292055
1981-10-08,0.008243343666023861,0.002450953066358777,-0.0019506950311035665
1981-10-09,-0.0070313190051334296,0.014315967358377375,-0.00033857613346055526
1981-10-13,-0.005516658590208445,-0.003516117223220554,0.014867604595441453
1981-10-14,-0.016393407414725503,-0.0016427150137632983,-0.009398268660330555
1981-10-15,0.007659899068507503,-0.00010466155725005783,-0.003391643113589305
1981-10-16,-0.004343802915740325,-0.002657666357749837,0.0015482961077981636
1981-10-19,-0.0017618850589073975,0.0007172500691610454,-0.0011938653687209033
1981-10-20,0.010926167302780732,-0.006702198652905889,-0.013807159494912293
1981-10-21,-0.0014965107000546318,-0.012166599232430462,0.0015383420091679145
1981-10-22,-0.003830133974329519,-0.0015894945095766351,0.0009929562168367043
1981-10-23,-0.008692752598069009,0.004453062647127671,0.0013949595461733024
1981-10-26,-0.003709905713934147,-0.01369148367340337,-0.006253095591877257
1981-10-27,0.009563280453589895,0.003423945746715348,0.0072892654663261345
1981-10-28,0.0013412359081810266,0.005438825875924232,0.004978970806531535
1981-10-29,-0.003264959393991629,0.019748434584361773,0.003046435055543473
1981-10-30,0.023769543835761908,0.022642573494736903,-0.0010737513805373355
1981-11-02,0.018951493725168692,0.0043114690959356215,-0.0038696600227265954
1981-11-04,0.0043478335651843105,0.021312963294241868,0.0017135182698095885
1981-11-05,-0.009619985319806791,-0.00013731886105302683,0.002357836338418906
1981-11-06,-0.0070422757012679185,0.01366221841276999,-0.004366342265885503
1981-11-09,0.005054232948859649,0.030982879323715493,0.0023471641007426487
1981-11-10,-0.004785497306382558,-0.00017543031149722945,-0.004760364190969257
1981-11-12,0.0039935249009888105,0.0122168826480312,0.003384567613724521
1981-11-13,-0.012338698289935612,0.0009083783925692803,0.0035278826514821846
1981-11-16,-0.011753105339823766,0.007126654700145048,-0.011409892685333656
1981-11-17,0.007568227530579286,-0.00565901163333113,-0.005334081976417715
1981-11-18,-0.007346259830284252,0.01027775241303748,-0.009000533132624609
1981-11-19,0.0037418671233053757,-0.0018440404523912019,-0.004398734177215147
1981-11-20,0.00828431784926287,-0.005121491727826767,-0.010187215918120995
1981-11-23,-0.0009037927136554824,-0.015162799335290826,-0.015510348260304063
1981-11-24,0.015707267155236515,0.017359077389727334,-0.00011416456005863829
1981-11-25,0.004372122955125013,0.008630174715037414,0.004974880929079273
1981-11-27,0.008383661914936669,0.004027313675808062,0.002775388310908511
1981-11-30,0.010072764994148551,-0.01044801839966936,0.0065227243299235136
1981-12-01,-0.0019786308113901585,-0.012670371573059886,0.0016723752552783024
1981-12-02,-0.01118157057713376,-0.00611805876235308,0.0017016904528746044
1981-12-03,0.00344855478993078,0.0025344439394560485,-0.007484334182733309
1981-12-04,0.009111248118795157,0.016798243143699317,-0.003552397868561208
1981-12-07,-0.008474573710760103,-0.01782446566040475,-0.020758385999027795
1981-12-08,-0.002955529510075716,0.0003698630136986301,-0.008472753148322855
1981-12-09,0.005287643516447949,-0.007150836787539409,-0.001668975415992091
1981-12-10,0.0018329273301407325,-0.008167785533049355,-0.014644666232007662
1981-12-11,-0.006204747315070369,-0.0017539590940683846,-0.003664681630783262
1981-12-14,-0.017209649568774018,0.01296504010781183,-0.00027245636441031174
1981-12-15,0.0017103688431381323,0.004146792315982934,-0.01749305898584541
1981-12-16,-0.00463452073115389,0.001450262953773445,0.009552373357373243
1981-12-17,0.0057180574097923645,-0.0092723320688479,0.012106537530266248
1981-12-18,0.007147475907950395,0.011174395088928936,-0.006871627812277237
1981-12-21,-0.005322610178301379,-0.015952572768372333,-0.009310986964618295
1981-12-22,-0.003729520821554755,-0.009677591927533846,0.0022763330344210964
1981-12-23,-0.004638669495155456,-0.0059378626784922965,0.008155540261527872
1981-12-24,0.0018804951477773282,0.0072708313028027535,0.015103935556541437
1981-12-28,-0.0022033970168408024,0.0015353424657534244,0.007767447334353418
1981-12-29,-0.00490716030583227,-0.005415798776486834,-0.015898967317862556
1981-12-30,0.005177980539933236,-0.0022442469161469978,-0.0028141316878008693
1981-12-31,0.0020441536693518447,0.010460359691035991,-0.0017680459691953308
1982-01-04,0.0015503452246465874,-0.009509997451974578,0.010950645457951769
1982-01-05,-0.02191620383599302,-0.012630304496122291,0.002307912602550477
1982-01-06,-0.007247003119249752,-0.007370928958345131,0.02028639618138417
1982-01-07,-0.0020976673884867125,-0.0016681782288828573,-0.0006753974137220231
1982-01-08,0.005213173673514593,0.008200252541877178,0.006643149149413219
1982-01-11,-0.023170256810965517,-0.01575299444856211,-0.003553474053089145
1982-01-12,-0.004110256315777217,0.010232064982602868,0.0051766639276911155
1982-01-13,-0.012209851771954659,-0.01037321603177723,0.0007193656502901824
1982-01-14,0.005745157363239217,0.007108994686067447,0.0108644153637536
1982-01-15,0.006837466758416566,-0.005756047200566486,0.004137440605100684
1982-01-18,0.007650643648583254,0.004820328278799468,-0.006760019314340782
1982-01-19,-0.010663709153581058,-0.002164012031917334,-0.0062874736671527645
1982-01-20,-0.00603608321349014,-0.00010794877324407854,0.00887120446169387
1982-01-21,0.004164165619089388,0.010232064982602868,0.004703714479681986
1982-01-22,-0.003196568005028322,-0.0032099763880209155,-0.002606303393020925
1982-01-25,0.0002600659508207315,0.004827617307938019,-0.007419953222034038
1982-01-26,-0.0019062578088744344,0.004550663280039927,0.008450475339237817
1982-01-27,0.00477468018670324,0.0019564442303886646,0.006026911610667929
1982-01-28,0.02747537898625829,0.01192076477897735,0.0026109660574411553
1982-01-29,0.012445369826116215,0.00829397218373192,0.013100715746421354
1982-02-01,-0.02176081987855194,-0.021628417761197363,0.002176244243991654
1982-02-02,0.0019528218654900622,0.006121234787213711,-0.002250196695515294
1982-02-03,-0.012964992387091478,-0.010950923833975936,0.00971501569227362
1982-02-04,-0.0005151544149978315,-0.003198403520496013,-0.0039048466957187773
1982-02-05,0.007215289301638394,0.006086763168358975,0.0015680617189093304
1982-02-08,-0.022428831953772318,-0.01057324321400894,-0.01382430761041453
1982-02-09,-0.008287507380306258,-0.003167194721352799,0.006778853786315153
1982-02-10,0.008620719161706258,0.007597584195280336,-0.006780516265354697
1982-02-11,-0.002005959790576939,0.005559698575529953,-0.003080000635051761
1982-02-16,-0.0032334418036814587,0.011356415467849258,0.008198944027053345
1982-02-17,-0.003243863976039707,0.001956769249990429,0.0011549719167787134
1982-02-18,0.0011434361036712914,0.011924942056952294,-0.0007901640380543197
1982-02-19,-0.005271467894305215,0.002490417183906797,-0.00746504713101792
1982-02-22,-0.014396792662412006,0.020868741753319518,0.008333864491044674
1982-02-23,-0.0007168581798133732,-0.002806868277759825,-0.007632863983311865
1982-02-24,0.01757689038583421,0.0035759677482244258,-0.0007006815720747017
1982-02-25,-0.0022913733447905704,-0.0017462336485369238,-0.003888322284548607
1982-02-26,-0.0008833007236973557,-0.005967908851261145,-0.008334933128559594
1982-03-01,0.0017681632672883476,0.010743596184169438,0.004823592043492919
1982-03-02,-0.005559944109011172,0.006265499477354901,0.010692611501782023
1982-03-03,-0.015619472235212872,0.003057150531782655,-0.004527258863896377
1982-03-04,-0.009376135347056945,0.004677665495066615,0.0068616656294382405
1982-03-05,-0.0049144605845041775,0.0014493696237451938,-0.0021237142811861838
1982-03-08,-0.018291568199979125,-0.003175511414064522,-0.00533646744913685
1982-03-09,0.01388117704488967,-0.0006977643223020366,0.006163475817139608
1982-03-10,0.005329429580963163,-0.0017661491402541168,-0.002380461174678272
1982-03-11,-0.00045702449578777227,-0.011299928958414413,0.0005249510841036642
1982-03-12,-0.00685808335601823,-0.0006784458574516582,-0.004881073518188783
1982-03-15,0.00773406070500071,0.0016787442828435615,-0.0006071354391347095
1982-03-16,-0.0015532039624057694,0.003040257814095618,-0.0035810778404822274
1982-03-17,-0.0018301331485746086,0.001977635600426236,0.013637749290034806
1982-03-18,0.01118446278166263,0.0009126612913708857,0.001044683983095096
1982-03-19,0.002810494560442356,-0.0006839452276383078,-0.005739765665765395
1982-03-22,0.019528035627844442,0.009168072139108087,0.01879770992366425
1982-03-23,0.006916790209369639,0.001447465803771948,0.0009678124317067383
1982-03-24,-0.0051078979785699205,-0.009723719419590791,-0.0009356871062317084
1982-03-25,0.0021244388879899656,0.0009128613405267543,-0.006665209790209792
1982-03-26,-0.011218060713160005,-0.005443622272023638,0.003975674528968964
1982-03-29,0.003216013958370345,-0.006744838874620315,0.003271247456565929
1982-03-30,-0.0002671986453782749,-0.001189490829734201,0.002917362205338669
1982-03-31,-0.002761179013653248,0.0009147826907199301,0.0002022213234607051
1982-04-01,0.01634513974650864,0.004609680774008728,0.008911491625064105
1982-04-02,0.011688213554387872,0.00038630136986301367,0.002142680971759736
1982-04-05,-0.003387763901525953,-0.0019996341799852014,0.007152635707803334
1982-04-06,0.005491129041964804,-0.0006640859293850652,-0.002535280102632931
1982-04-07,0.0008668383633150256,0.0003884931506849315,-0.007732353391517455
1982-04-08,0.006582384741528058,0.01099074632221534,0.005771159632744327
1982-04-12,-0.0018929721080052087,0.009530328416681205,0.004955583853695211
1982-04-13,-8.622531233160036e-05,0.00037890410958904113,0.002320539830844792
1982-04-14,-0.0013793950828653312,-0.0059898740769433224,0.004386632954580083
1982-04-15,0.00448930877014786,0.002508425429358509,-0.004215826028934444
1982-04-16,0.003953580494244546,0.011095559224138456,0.0009594298245614307
1982-04-19,-0.0009417054417485416,0.0038107107945564525,-0.006633499170812574
1982-04-20,-0.01079686837862348,-0.002838835767480893,0.012237521251014629
1982-04-21,0.0024254917998549623,0.001984317716330045,0.002390679376607752
1982-04-22,0.0127030868060527,-0.0006963778402220649,-0.0016000483033451474
1982-04-23,0.012373043075642576,0.0014479013086035177,0.009464485500892073
1982-04-26,0.005225916636645954,0.0005892727423578746,0.004328420800383537
1982-04-27,-0.010565169492376623,0.0003753424657534246,-0.006054550606200747
1982-04-28,-0.006271168337029898,-0.003365936466745446,-0.007456752336799211
1982-04-29,-0.009551447434572258,-0.004946612913707082,0.005502312785319097
1982-04-30,0.0025831156650113485,0.00038,0.001488318951261336
1982-05-03,0.0032634596826737194,-0.00310585212435491,-0.0024918564330426163
1982-05-04,0.005478508742684074,0.004641290330965754,-0.0012038945990278105
1982-05-05,0.0017878348894047047,0.004116899321393761,0.00031640324840664924
1982-05-06,0.008583344539364601,0.01439996761406482,0.004563802867815436
1982-05-07,0.006656563140343018,0.0036144133722523695,0.0019941524851936343
1982-05-10,-0.009123662477173113,0.0005675818611281941,0.0005087687795535256
1982-05-11,0.008785275719351393,0.0019925918452322992,0.004441984983996949
1982-05-12,-0.002093451715233785,-0.006628436800918325,-0.0035438288241337328
1982-05-13,-0.00797177949852268,-0.001240512941227122,-0.005693280136280232
1982-05-14,-0.0017763414168860956,0.007941211110597774,0.0062067929065223746
1982-05-17,-0.011016041252648212,-0.003740074002589202,0.007677027168311978
1982-05-18,-0.007454397681490366,-0.0012423256066288384,-0.005054322854136095
1982-05-19,-0.008200940765494935,-0.001776168632056127,-0.0007001757888150938
1982-05-20,-0.002611219891649141,0.006308364053972903,-0.0039207501602588355
1982-05-21,0.0026180562121076445,0.0009104118523570967,0.0016912116858236461
1982-05-24,-0.0008703844951896134,-0.002119512506771895,-0.0051547161917852025
1982-05-25,-0.0033975031495594443,-0.0017784008166132578,0.005136369097681115
1982-05-26,-0.01127623162868163,-0.002844962880288553,0.003033200848698625
1982-05-27,-0.0039784010769513545,-0.0017672603746676273,-1.48966914448323e-05
1982-05-28,-0.0069235432570267106,0.00091161357764539,-0.005362888809438693
1982-06-01,-0.0017876023699676669,-0.010182717931694623,-0.020473879702851642
1982-06-02,0.0032235011583794377,0.0041098078570317295,-0.00932707450956416
1982-06-03,-0.0016065717931534884,-0.0017473357730658102,0.00043215878748603664
1982-06-04,-0.01582338872521993,-0.0038600793508038775,-0.004443141671423678
1982-06-07,0.0002725625369204288,0.0032727933022077423,-0.0017665928003595122
1982-06-08,-0.004449741018366149,-0.0017385328260869255,-0.009857646273499054
1982-06-09,-0.005837812694358013,-0.00014689292435710483,-0.0036530682637735397
1982-06-10,0.005688620595781568,-0.001204580124102275,0.010322743080142692
1982-06-11,0.0148708807986635,0.005164412005680833,0.006806323495054834
1982-06-14,-0.01150664153072378,-0.01356641603441415,-0.02124006064168793
1982-06-15,-0.0024554078329792613,0.00038931506849315076,0.009309456447865516
1982-06-16,-0.0074756101428864455,-0.0022326377386440227,-0.00737573992295415
1982-06-17,-0.011665327826041684,-0.011048479983794431,-0.01617050814835852
1982-06-18,-0.002973974901135157,-0.006843727766560859,0.008562906898431866
1982-06-21,-0.0007457292315902198,0.0006846677715463532,0.017807173747137917
1982-06-22,0.010261251257746906,-0.0011483243602923249,0.0062328167958010106
1982-06-23,0.0169898087353817,-0.0037167832799528742,0.00839866490724206
1982-06-24,-0.00281457744971525,0.0019500191617000595,-0.00675842108504221
1982-06-25,-0.0062824586169782926,-0.0021690357827417704,0.007160903327805056
1982-06-28,0.010262073967798324,0.0027581516242944464,-0.002970190369196102
1982-06-29,-0.0004535012768821512,0.0066120333253083755,0.003318618219985803
1982-06-30,-0.0054441382733450006,0.009253242673801631,-0.003723019645851533
1982-07-01,-0.008210943534963433,0.0024818789182995326,0.010006331166324323
1982-07-02,-0.009750690530041184,-0.004801102979420151,-0.004663109453116765
1982-07-06,-0.003344176546667521,0.0026289651790994874,-0.00854044422598377
1982-07-07,-0.0006524344694462947,-0.00012304980825153007,-0.013633687602640054
1982-07-08,0.0028912288291775834,0.016171346653505503,0.008356108440926269
1982-07-09,0.01208967791793647,0.008854106778850625,0.018645440667933718
1982-07-12,0.0067995759562540226,0.009671347785219178,0.00899151311262325
1982-07-13,-0.0010952153592795886,-0.007559338976675979,0.00712304684539955
